pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN55', 'QN96')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.011172327932213467,0.012736815156169996,1.1400323400323402,0.0015644872239565285
"('QN55', 'QN97')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.037915888982486275,0.0406426011264721,1.0719147623110015,0.0027267121439858225
"('QN55', 'QN98')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)","students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.004831793105726508,0.010304659498207885,2.1326781326781328,0.005472866392481377
"('QN55', 'QN99')","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",students who speak English well or very well,0.03689732917100243,0.04025857654889913,1.0910973084886129,0.0033612473778967047
"('QN56', 'QN57')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)","students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.006467805644630381,0.027585765488991297,4.2650888113642065,0.021117959844360917
"('QN56', 'QN58')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0006935006052368919,0.010176651305683564,14.67432216905901,0.009483150700446672
"('QN56', 'QN59')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)","students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.008480174067545854,0.017793138760880695,2.098204425894526,0.009312964693334841
"('QN56', 'QN60')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who ever had sexual intercourse,0.014497812652636497,0.02060931899641577,1.4215467871056995,0.006111506343779273
"('QN56', 'QN61')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who had sexual intercourse before age 13 years (for the first time),0.001586534717945451,0.006400409626216078,4.034207101691764,0.004813874908270627
"('QN56', 'QN62')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who had sexual intercourse with four or more persons (during their life),0.003910370079353282,0.01068868407578085,2.733420075050442,0.006778313996427569
"('QN56', 'QN63')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.010473075806805555,0.01747311827956989,1.6683845893883065,0.007000042472764336
"('QN56', 'QN64')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.0021948685821883383,0.008576548899129545,3.9075455217362096,0.006381680316941207
"('QN56', 'QN65')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who used a condom (during last sexual intercourse among students who were currently sexually active),0.00568183829202857,0.00659242191500256,1.1602621504120432,0.0009105836229739896
"('QN56', 'QN66')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.0017301015099067724,0.002048131080389145,1.1838213357200698,0.00031802957048237255
"('QN56', 'QN69')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who described themselves as slightly or very overweight,0.019362050231122627,0.02886584741423451,1.4908466339910351,0.009503797183111885
"('QN56', 'QN70')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who were trying to lose weight,0.003031935979386552,0.008320532514080901,2.7442969016002725,0.005288596534694349
"('QN56', 'QN71')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.01219587731034141,0.011968766001024065,0.9813780260707635,-0.00022711130931734463
"('QN56', 'QN72')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat fruit (one or more times during the 7 days before the survey),0.01624494751074207,0.013440860215053764,0.8273871125878316,-0.0028040872956883057
"('QN56', 'QN73')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat salad (during the 7 days before the survey),0.008896274430687988,0.009344598054275474,1.0503945361713414,0.00044832362358748594
"('QN56', 'QN74')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat potatoes (during the 7 days before the survey),0.0039979701558042575,0.00736047107014849,1.841052029731275,0.0033625009143442323
"('QN56', 'QN75')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat carrots (during the 7 days before the survey),0.014984479744030808,0.013568868407578085,0.9055281624297539,-0.0014156113364527222
"('QN56', 'QN76')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat other vegetables (during the 7 days before the survey),0.012470844216979197,0.010368663594470046,0.8314323725055431,-0.0021021806225091505
"('QN56', 'QN77')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)","students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.019469116991229374,0.01644905273937532,0.844879238580026,-0.0030200642518540544
"('QN56', 'QN78')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not drink milk (during the 7 days before the survey),0.007545773252068778,0.011584741423451101,1.5352623298447226,0.004038968171382324
"('QN56', 'QN79')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who did not eat breakfast (during the 7 days before the survey),0.00908607459633177,0.007296466973886329,0.8030384184642352,-0.001789607622445441
"('QN56', 'QN80')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.006891206014143431,0.0069124423963133645,1.0030816640986133,2.1236382169933718e-05
"('QN56', 'QN81')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who watched television 3 or more hours per day (on an average school day),0.004766904160207267,0.007040450588837685,1.476944019057342,0.002273546428630418
"('QN56', 'QN82')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.017174481655305204,0.014848950332821301,0.864593798569429,-0.002325531322483903
"('QN56', 'QN83')","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",students who attended physical education classes on 1 or more days (in an average week when they were in school),0.009782008537025632,0.012224782386072709,1.2497210915121362,0.002442773849047076
